id,Timestamp,Category,Money,Description,Details
2412074024,2025-07-18 16:33:52,sales,5462,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582423203}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 53754}"
2411997963,2025-07-18 15:14:03,production,-37943,Producción de Forraje,"{""Precio"": ""$9.283"", ""Calidad"": 0, ""Cantidad"": 21318}"
2411997398,2025-07-18 15:13:37,sales,51612,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582576053}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 78958}"
2411997344,2025-07-18 15:13:33,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2411997153,2025-07-18 15:13:25,production,-31491,Producción de Grano,"{""Precio"": ""$0.622"", ""Calidad"": 0, ""Cantidad"": 194394}"
2411997013,2025-07-18 15:13:18,production,-9257,Producción de Verduras,"{""Precio"": ""$2.573"", ""Calidad"": 0, ""Cantidad"": 20000}"
2411996557,2025-07-18 15:12:53,production,-36626,Producción de Leche,"{""Precio"": ""$6.857"", ""Calidad"": 1, ""Cantidad"": 25000}"
2411996282,2025-07-18 15:12:37,sales,54748,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582423203}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 59216}"
2411456579,2025-07-18 04:08:39,executive salaries,-6723,Sueldos de directores,{}
2411335628,2025-07-18 01:38:07,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2411335574,2025-07-18 01:38:00,sales,13979,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582576053}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 130570}"
2411335513,2025-07-18 01:37:56,sales,14848,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582423203}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 113964}"
2411030543,2025-07-17 23:21:19,sales,6677,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Grocery store""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 0}"
2410974743,2025-07-17 21:57:27,production,-93309,Producción de Queso,"{""Precio"": ""$99.500"", ""Calidad"": 1, ""Cantidad"": 1008}"
2410974709,2025-07-17 21:57:21,production,-93309,Producción de Queso,"{""Precio"": ""$99.500"", ""Calidad"": 1, ""Cantidad"": 1008}"
2410974645,2025-07-17 21:57:15,production,-93309,Producción de Queso,"{""Precio"": ""$99.500"", ""Calidad"": 1, ""Cantidad"": 1008}"
2410974472,2025-07-17 21:57:01,sales,13787,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582576053}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 144549}"
2410974426,2025-07-17 21:56:56,sales,19848,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 6677}"
2410974422,2025-07-17 21:56:55,sales,14861,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582423203}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 128812}"
2410857477,2025-07-17 19:44:11,fees,-20000,Comision de venta en el mercado Grano,{}
2410857476,2025-07-17 19:44:11,market,500000,Orden de Grano  en el mercado completada,"{""recurso"": ""Grano"", ""Cantidad"": 500000, ""Calidad"": 0, ""Precio"": ""$1.00"", ""Comprador"": ""TheQna"", ""Ganancia"": 169237}"
2410783089,2025-07-17 18:20:31,market,-23591,Compra de Transporte en el mercado,"{""Cantidad"": 50000, ""Precio"": ""$0.472"", ""Vendedor"": ""Supply Chain LTDA, Deus Vult""}"
2410779676,2025-07-17 18:16:12,production,-93309,Producción de Queso,"{""Precio"": ""$99.500"", ""Calidad"": 1, ""Cantidad"": 1008}"
2410779297,2025-07-17 18:15:50,sales,9718,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582423203}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 143673}"
2410779272,2025-07-17 18:15:48,sales,12979,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 26525}"
2410652903,2025-07-17 15:51:15,sales,1839,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 39504}"
2410652898,2025-07-17 15:51:14,sales,1377,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582423203}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 153391}"
2410634560,2025-07-17 15:30:43,sales,18257,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 41343}"
2410634551,2025-07-17 15:30:43,sales,13669,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582423203}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 154768}"
2410458742,2025-07-17 12:08:20,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2410457764,2025-07-17 12:07:23,sales,32196,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 59600}"
2410457628,2025-07-17 12:07:16,sales,24344,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582423203}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 168437}"
2410364212,2025-07-17 10:12:00,sales,16127,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Grocery store""}, ""busy"": {""id"": 582210290}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 0}"
2410185934,2025-07-17 06:08:29,sales,632,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 91796}"
2410185706,2025-07-17 06:08:09,market,-2340,Compra de Investigación ganadera en el mercado,"{""Cantidad"": 10, ""Precio"": ""$234.000"", ""Vendedor"": ""J.Ur Co.""}"
2410185491,2025-07-17 06:07:53,market,-2340,Compra de Investigación ganadera en el mercado,"{""Cantidad"": 10, ""Precio"": ""$234.000"", ""Vendedor"": ""J.Ur Co.""}"
2410185173,2025-07-17 06:07:37,market,-14040,Compra de Investigación ganadera en el mercado,"{""Cantidad"": 60, ""Precio"": ""$234.000"", ""Vendedor"": ""J.Ur Co.""}"
2410182601,2025-07-17 06:05:00,sales,747,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582210290}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 16127}"
2410182560,2025-07-17 06:04:57,sales,709,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582423203}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 192781}"
2410182237,2025-07-17 06:04:39,sales,674,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 92428}"
2410182188,2025-07-17 06:04:36,game,8000,Logro - Científico,{}
2410181670,2025-07-17 06:04:06,market,-28200,Compra de Recetas en el mercado,"{""Cantidad"": 100, ""Precio"": ""$282.000"", ""Vendedor"": ""Sabsi GmbH""}"
2410179800,2025-07-17 06:02:40,market,-4080,Compra de Investigación agrícola en el mercado,"{""Cantidad"": 20, ""Precio"": ""$204.000"", ""Vendedor"": ""FreeWire""}"
2410176639,2025-07-17 05:59:16,game,60000,Logro - Mentor,{}
2410174291,2025-07-17 05:56:42,executive training,-10000,Capacitación de director: Conferencia científica,"{""nombre ejecutivo"": ""Xiaopeng Cuthbert""}"
2410174117,2025-07-17 05:56:27,executive training,-10000,Capacitación de director: Taller de comunicación,"{""nombre ejecutivo"": ""Jeno van Moorsel""}"
2410173920,2025-07-17 05:56:13,executive training,-10000,Capacitación de director: Seminario de contaduría,"{""nombre ejecutivo"": ""Hannes Williams""}"
2410173831,2025-07-17 05:56:05,executive training,-10000,Capacitación de director: Entrenamiento en administración,"{""nombre ejecutivo"": ""Carlo Thompson""}"
2410172171,2025-07-17 05:54:02,sales,25039,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582210290}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 16874}"
2410172137,2025-07-17 05:54:01,sales,33163,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 93102}"
2410074175,2025-07-17 04:06:41,executive salaries,-6723,Sueldos de directores,{}
2409662983,2025-07-16 23:44:37,sales,3616,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582210290}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 41913}"
2409662920,2025-07-16 23:44:30,sales,4790,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 126265}"
2409631561,2025-07-16 22:51:15,production,-31491,Producción de Grano,"{""Precio"": ""$0.622"", ""Calidad"": 0, ""Cantidad"": 194394}"
2409631509,2025-07-16 22:51:11,sales,20775,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582210290}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 45529}"
2409631463,2025-07-16 22:51:08,sales,27517,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 131055}"
2409371386,2025-07-16 17:44:36,sales,4081,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582210290}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 66304}"
2409371372,2025-07-16 17:44:35,sales,5406,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 158572}"
2409317539,2025-07-16 16:44:24,sales,4031,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582210290}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 70385}"
2409317521,2025-07-16 16:44:22,sales,5338,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 163978}"
2409265923,2025-07-16 15:44:54,sales,3111,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582210290}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 74416}"
2409265911,2025-07-16 15:44:52,sales,4121,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 169316}"
2409252453,2025-07-16 15:31:09,fees,-22000,Comision de venta en el mercado Cuero,{}
2409252452,2025-07-16 15:31:09,market,550047,Orden de Cuero  en el mercado completada,"{""recurso"": ""Cuero"", ""Cantidad"": 18489, ""Calidad"": 0, ""Precio"": ""$29.75"", ""Comprador"": ""Sonder Enterprise"", ""Ganancia"": 140512}"
2409249793,2025-07-16 15:28:10,fees,-2276,Comision de venta en el mercado Cuero,"{""comisiones restantes"": ""$22000""}"
2409249792,2025-07-16 15:28:10,market,56882,Orden de Cuero en el mercado parcialmente completada,"{""recurso"": ""Cuero"", ""Cantidad"": 1912, ""Calidad"": 0, ""Precio"": ""$29.750"", ""Comprador"": ""Bremer Lloyd"", ""Ganancia"": ""$14529"", ""Comisiones"": ""$2276"", ""comisiones restantes"": ""$22000""}"
2409245639,2025-07-16 15:23:33,fees,-2374,Comision de venta en el mercado Forraje,{}
2409245638,2025-07-16 15:23:33,market,59363,Orden de Forraje  en el mercado completada,"{""recurso"": ""Forraje"", ""Cantidad"": 5162, ""Calidad"": 0, ""Precio"": ""$11.50"", ""Comprador"": ""Corwin S.A."", ""Ganancia"": 9206}"
2409241998,2025-07-16 15:19:36,fees,-276,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$2374""}"
2409241997,2025-07-16 15:19:36,market,6900,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 600, ""Calidad"": 0, ""Precio"": ""$11.500"", ""Comprador"": ""Metro Group"", ""Ganancia"": ""$1070"", ""Comisiones"": ""$276"", ""comisiones restantes"": ""$2374""}"
2409235550,2025-07-16 15:12:07,fees,-184,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$2650""}"
2409235549,2025-07-16 15:12:07,market,4600,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 400, ""Calidad"": 0, ""Precio"": ""$11.500"", ""Comprador"": ""Twin Falls"", ""Ganancia"": ""$713"", ""Comisiones"": ""$184"", ""comisiones restantes"": ""$2650""}"
2409234960,2025-07-16 15:11:34,fees,-3345,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$2834""}"
2409234959,2025-07-16 15:11:34,market,83639,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 7273, ""Calidad"": 0, ""Precio"": ""$11.500"", ""Comprador"": ""Aus Farm Co"", ""Ganancia"": ""$12970"", ""Comisiones"": ""$3345"", ""comisiones restantes"": ""$2834""}"
2409234957,2025-07-16 15:11:34,fees,-3345,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$6179""}"
2409234956,2025-07-16 15:11:34,market,83639,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 7273, ""Calidad"": 0, ""Precio"": ""$11.500"", ""Comprador"": ""Aus Farm Co"", ""Ganancia"": ""$12970"", ""Comisiones"": ""$3345"", ""comisiones restantes"": ""$6179""}"
2409223470,2025-07-16 14:58:57,sales,9383,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582210290}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 77527}"
2409223445,2025-07-16 14:58:56,sales,12428,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 173437}"
2409223324,2025-07-16 14:58:49,fees,-28,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$9524""}"
2409223323,2025-07-16 14:58:49,market,690,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 60, ""Calidad"": 0, ""Precio"": ""$11.500"", ""Comprador"": ""Dosolubo"", ""Ganancia"": ""$106"", ""Comisiones"": ""$28"", ""comisiones restantes"": ""$9524""}"
2409222250,2025-07-16 14:57:37,fees,-12,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$9552""}"
2409222249,2025-07-16 14:57:37,market,287,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 25, ""Calidad"": 0, ""Precio"": ""$11.500"", ""Comprador"": ""Comercializadora Sara"", ""Ganancia"": ""$43"", ""Comisiones"": ""$12"", ""comisiones restantes"": ""$9552""}"
2409219739,2025-07-16 14:54:51,fees,-317,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$9564""}"
2409219738,2025-07-16 14:54:51,market,7912,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 688, ""Calidad"": 0, ""Precio"": ""$11.500"", ""Comprador"": ""N.1234444"", ""Ganancia"": ""$1226"", ""Comisiones"": ""$317"", ""comisiones restantes"": ""$9564""}"
2409203810,2025-07-16 14:38:03,fees,-1159,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$9881""}"
2409203809,2025-07-16 14:38:03,market,28968,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 2519, ""Calidad"": 0, ""Precio"": ""$11.500"", ""Comprador"": ""A.Y Pvt"", ""Ganancia"": ""$4491"", ""Comisiones"": ""$1159"", ""comisiones restantes"": ""$9881""}"
2409138617,2025-07-16 13:29:20,fees,-2380,Comision de venta en el mercado Cuero,"{""comisiones restantes"": ""$24276""}"
2409138616,2025-07-16 13:29:20,market,59500,Orden de Cuero en el mercado parcialmente completada,"{""recurso"": ""Cuero"", ""Cantidad"": 2000, ""Calidad"": 0, ""Precio"": ""$29.750"", ""Comprador"": ""NDS company BR"", ""Ganancia"": ""$15199"", ""Comisiones"": ""$2380"", ""comisiones restantes"": ""$24276""}"
2409132823,2025-07-16 13:21:55,fees,-2961,Comision de venta en el mercado Cuero,"{""comisiones restantes"": ""$26656""}"
2409132822,2025-07-16 13:21:55,market,74018,Orden de Cuero en el mercado parcialmente completada,"{""recurso"": ""Cuero"", ""Cantidad"": 2488, ""Calidad"": 0, ""Precio"": ""$29.750"", ""Comprador"": ""Bob is your uncle"", ""Ganancia"": ""$18907"", ""Comisiones"": ""$2961"", ""comisiones restantes"": ""$26656""}"
2409128580,2025-07-16 13:17:09,fees,-893,Comision de venta en el mercado Cuero,"{""comisiones restantes"": ""$29617""}"
2409128579,2025-07-16 13:17:09,market,22312,Orden de Cuero en el mercado parcialmente completada,"{""recurso"": ""Cuero"", ""Cantidad"": 750, ""Calidad"": 0, ""Precio"": ""$29.750"", ""Comprador"": ""myth enterprise"", ""Ganancia"": ""$5698"", ""Comisiones"": ""$893"", ""comisiones restantes"": ""$29617""}"
2409128011,2025-07-16 13:16:29,fees,-595,Comision de venta en el mercado Cuero,"{""comisiones restantes"": ""$30510""}"
2409128010,2025-07-16 13:16:29,market,14875,Orden de Cuero en el mercado parcialmente completada,"{""recurso"": ""Cuero"", ""Cantidad"": 500, ""Calidad"": 0, ""Precio"": ""$29.750"", ""Comprador"": ""Trotters Independent Traders"", ""Ganancia"": ""$3799"", ""Comisiones"": ""$595"", ""comisiones restantes"": ""$30510""}"
2409125171,2025-07-16 13:13:34,fees,-714,Comision de venta en el mercado Cuero,"{""comisiones restantes"": ""$31105""}"
2409125170,2025-07-16 13:13:34,market,17850,Orden de Cuero en el mercado parcialmente completada,"{""recurso"": ""Cuero"", ""Cantidad"": 600, ""Calidad"": 0, ""Precio"": ""$29.750"", ""Comprador"": ""DoveNest"", ""Ganancia"": ""$4559"", ""Comisiones"": ""$714"", ""comisiones restantes"": ""$31105""}"
2409123133,2025-07-16 13:11:36,fees,-298,Comision de venta en el mercado Cuero,"{""comisiones restantes"": ""$31819""}"
2409123132,2025-07-16 13:11:36,market,7437,Orden de Cuero en el mercado parcialmente completada,"{""recurso"": ""Cuero"", ""Cantidad"": 250, ""Calidad"": 0, ""Precio"": ""$29.750"", ""Comprador"": ""LEAPING TURTLE CO"", ""Ganancia"": ""$1898"", ""Comisiones"": ""$298"", ""comisiones restantes"": ""$31819""}"
2409098193,2025-07-16 12:43:51,market,-11232,Compra de Transporte en el mercado,"{""Cantidad"": 24000, ""Precio"": ""$0.468"", ""Vendedor"": ""Supply Chain LTDA""}"
2409096009,2025-07-16 12:41:28,market,-12615,Compra de Transporte en el mercado,"{""Cantidad"": 26989, ""Precio"": ""$0.467"", ""Vendedor"": ""Onward Research, Supply Chain LTDA""}"
2409095158,2025-07-16 12:40:25,sales,1397,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582124547}, ""quality"": ""0.000"", ""price"": ""$161.100"", ""unit_cogs"": ""$98.682"", ""remaining"": 185865}"
2409095138,2025-07-16 12:40:24,sales,1020,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 582210290}, ""quality"": ""0.000"", ""price"": ""$161.000"", ""unit_cogs"": ""$98.889"", ""remaining"": 86910}"
2409083372,2025-07-16 12:26:20,contract,-76000,Agua contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.380""}"
2409083347,2025-07-16 12:26:18,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2409083312,2025-07-16 12:26:16,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2409082581,2025-07-16 12:25:32,production,-69523,Producción de Forraje,"{""Precio"": ""$9.279"", ""Calidad"": 0, ""Cantidad"": 39062}"
2409082202,2025-07-16 12:25:05,production,-31491,Producción de Grano,"{""Precio"": ""$0.622"", ""Calidad"": 0, ""Cantidad"": 194394}"
2409082134,2025-07-16 12:25:00,production,-31491,Producción de Grano,"{""Precio"": ""$0.622"", ""Calidad"": 0, ""Cantidad"": 194394}"
